,File name,predicted bugs
56,client/src/main/java/com/alibaba/nacos/client/config/impl/ServerListManager.java,20.0
57,common/src/main/java/com/alibaba/nacos/common/remote/client/RpcClientFactory.java,5.0
58,config/src/main/java/com/alibaba/nacos/config/server/auth/EmbeddedUserPersistServiceImpl.java,6.0
59,config/src/main/java/com/alibaba/nacos/config/server/auth/EmbeddedPermissionPersistServiceImpl.java,5.0
60,api/src/main/java/com/alibaba/nacos/api/naming/remote/request/NotifySubscriberRequest.java,4.0
61,config/src/main/java/com/alibaba/nacos/config/server/service/capacity/CapacityService.java,8.0
62,config/src/main/java/com/alibaba/nacos/config/server/utils/YamlParserUtil.java,3.0
63,core/src/main/java/com/alibaba/nacos/core/remote/grpc/GrpcConnection.java,9.0
64,config/src/main/java/com/alibaba/nacos/config/server/remote/ConfigQueryGroupParser.java,3.0
65,config/src/main/java/com/alibaba/nacos/config/server/utils/ContentUtils.java,5.0
66,common/src/main/java/com/alibaba/nacos/common/remote/client/RpcClient.java,13.0
67,naming/src/main/java/com/alibaba/nacos/naming/consistency/persistent/raft/RaftProxy.java,8.0
68,common/src/main/java/com/alibaba/nacos/common/http/param/Query.java,5.0
69,common/src/main/java/com/alibaba/nacos/common/http/client/request/JdkHttpClientRequest.java,5.0
70,naming/src/main/java/com/alibaba/nacos/naming/core/v2/upgrade/doublewrite/execute/InstanceUpgradeHelper.java,2.0
71,client/src/main/java/com/alibaba/nacos/client/config/filter/impl/ConfigResponse.java,5.0
72,naming/src/test/java/com/alibaba/nacos/naming/core/v2/metadata/ServiceMetadataTest.java,2.0
73,core/src/main/java/com/alibaba/nacos/core/cluster/AbstractMemberLookup.java,3.0
74,istio/src/main/java/com/alibaba/nacos/istio/model/mcp/AggregatedMeshConfigServiceGrpc.java,3.0
75,naming/src/test/java/com/alibaba/nacos/naming/push/v2/executor/SpiImplPushExecutorHolderTest.java,2.0
76,naming/src/main/java/com/alibaba/nacos/naming/core/InstanceOperatorServiceImpl.java,7.0
77,config/src/main/java/com/alibaba/nacos/config/server/remote/ConfigPublishGroupKeyParser.java,3.0
78,consistency/src/main/java/com/alibaba/nacos/consistency/serialize/HessianSerializer.java,5.0
79,naming/src/main/java/com/alibaba/nacos/naming/controllers/HealthController.java,18.0
80,core/src/main/java/com/alibaba/nacos/core/monitor/MetricsMonitor.java,4.0
81,client/src/test/java/com/alibaba/nacos/client/config/impl/ServerListManagerTest.java,3.0
82,core/src/main/java/com/alibaba/nacos/core/remote/control/TpsControlRequestFilter.java,3.0
83,core/src/main/java/com/alibaba/nacos/core/distributed/distro/monitor/DistroRecord.java,2.0
84,config/src/main/java/com/alibaba/nacos/config/server/utils/ParamUtils.java,11.0
85,common/src/main/java/com/alibaba/nacos/common/remote/client/grpc/GrpcUtils.java,5.0
86,sys/src/main/java/com/alibaba/nacos/sys/utils/InetUtils.java,5.0
87,naming/src/main/java/com/alibaba/nacos/naming/core/v2/upgrade/doublewrite/execute/DoubleWriteServiceRemovalToV2Task.java,3.0
88,config/src/main/java/com/alibaba/nacos/config/server/controller/ConfigOpsController.java,8.0
89,address/src/main/java/com/alibaba/nacos/address/component/AddressServerGeneratorManager.java,7.0
90,naming/src/main/java/com/alibaba/nacos/naming/core/v2/cleaner/EmptyServiceAutoCleaner.java,3.0
91,naming/src/main/java/com/alibaba/nacos/naming/core/v2/client/impl/IpPortBasedClient.java,6.0
92,core/src/main/java/com/alibaba/nacos/core/remote/control/TpsMonitorManager.java,4.0
93,naming/src/main/java/com/alibaba/nacos/naming/healthcheck/heartbeat/ClientBeatProcessorV2.java,4.0
94,common/src/test/java/com/alibaba/nacos/common/utils/InternetAddressUtilTest.java,2.0
95,config/src/main/java/com/alibaba/nacos/config/server/controller/HistoryController.java,10.0
96,common/src/main/java/com/alibaba/nacos/common/task/AbstractDelayTask.java,3.0
97,naming/src/main/java/com/alibaba/nacos/naming/core/v2/upgrade/doublewrite/execute/DoubleWriteMetadataChangeToV2Task.java,4.0
98,config/src/main/java/com/alibaba/nacos/config/server/controller/ListenerController.java,7.0
99,api/src/main/java/com/alibaba/nacos/api/config/remote/request/ConfigQueryRequest.java,5.0
100,naming/src/main/java/com/alibaba/nacos/naming/controllers/RaftController.java,14.0
101,core/src/main/java/com/alibaba/nacos/core/cluster/lookup/AddressServerMemberLookup.java,9.0
102,naming/src/main/java/com/alibaba/nacos/naming/controllers/ServiceController.java,32.0
103,config/src/main/java/com/alibaba/nacos/config/server/service/SwitchService.java,7.0
104,naming/src/main/java/com/alibaba/nacos/naming/consistency/KeyBuilder.java,7.0
105,naming/src/main/java/com/alibaba/nacos/naming/core/Instance.java,12.0
106,naming/src/main/java/com/alibaba/nacos/naming/controllers/ClusterController.java,18.0
107,client/src/main/java/com/alibaba/nacos/client/config/impl/ClientWorker.java,35.0
108,config/src/main/java/com/alibaba/nacos/config/server/utils/RegexParser.java,6.0
109,core/src/main/java/com/alibaba/nacos/core/remote/control/TpsRecorder.java,3.0
110,sys/src/main/java/com/alibaba/nacos/sys/env/EnvUtil.java,5.0
111,config/src/main/java/com/alibaba/nacos/config/server/service/datasource/LocalDataSourceServiceImpl.java,8.0
112,config/src/main/java/com/alibaba/nacos/config/server/service/repository/embedded/StandaloneDatabaseOperateImpl.java,5.0
113,config/src/main/java/com/alibaba/nacos/config/server/controller/ConfigController.java,31.0
114,client/src/main/java/com/alibaba/nacos/client/config/filter/impl/ConfigRequest.java,7.0
115,naming/src/main/java/com/alibaba/nacos/naming/controllers/DistroController.java,10.0
116,config/src/main/java/com/alibaba/nacos/config/server/service/repository/embedded/DistributedDatabaseOperateImpl.java,7.0
117,client/src/test/java/com/alibaba/nacos/client/config/filter/impl/ConfigRequestTest.java,3.0
118,naming/src/main/java/com/alibaba/nacos/naming/core/v2/cleaner/ExpiredMetadataCleaner.java,5.0
119,core/src/test/java/com/alibaba/nacos/core/cluster/lookup/LookupFactoryTest.java,2.0
120,console/src/main/java/com/alibaba/nacos/console/controller/RoleController.java,7.0
121,naming/src/test/java/com/alibaba/nacos/naming/consistency/ephemeral/distro/DataStoreTest.java,2.0
122,common/src/main/java/com/alibaba/nacos/common/remote/client/grpc/GrpcConnection.java,7.0
123,config/src/main/java/com/alibaba/nacos/config/server/utils/GroupKey.java,6.0
124,core/src/main/java/com/alibaba/nacos/core/utils/WebUtils.java,8.0
125,config/src/main/java/com/alibaba/nacos/config/server/service/dump/processor/DumpProcessor.java,4.0
126,core/src/main/java/com/alibaba/nacos/core/cluster/Member.java,8.0
127,naming/src/main/java/com/alibaba/nacos/naming/controllers/OperatorController.java,19.0
128,config/src/main/java/com/alibaba/nacos/config/server/utils/AccumulateStatCount.java,5.0
129,naming/src/main/java/com/alibaba/nacos/naming/core/ServiceManager.java,40.0
130,naming/src/main/java/com/alibaba/nacos/naming/healthcheck/v2/HealthCheckTaskV2.java,4.0
131,config/src/main/java/com/alibaba/nacos/config/server/service/ConfigSubService.java,12.0
132,config/src/main/java/com/alibaba/nacos/config/server/utils/GroupKey2.java,5.0
133,core/src/main/java/com/alibaba/nacos/core/remote/control/TpsMonitorPoint.java,3.0
134,naming/src/main/java/com/alibaba/nacos/naming/core/ServiceOperatorV2Impl.java,4.0
135,config/src/main/java/com/alibaba/nacos/config/server/controller/HealthController.java,12.0
136,client/src/main/java/com/alibaba/nacos/client/naming/core/HostReactor.java,24.0
137,istio/src/main/java/com/alibaba/nacos/istio/model/mcp/ResourceSourceGrpc.java,3.0
138,core/src/main/java/com/alibaba/nacos/core/distributed/id/SnowFlowerIdGenerator.java,6.0
139,naming/src/main/java/com/alibaba/nacos/naming/cluster/transport/JacksonSerializer.java,3.0
140,api/src/main/java/com/alibaba/nacos/api/naming/NamingMaintainFactory.java,5.0
141,common/src/main/java/com/alibaba/nacos/common/utils/ReflectUtils.java,3.0
142,naming/src/main/java/com/alibaba/nacos/naming/core/v2/upgrade/doublewrite/execute/AsyncServicesCheckTask.java,4.0
143,naming/src/main/java/com/alibaba/nacos/naming/push/v2/NamingSubscriberServiceV2Impl.java,4.0
144,naming/src/main/java/com/alibaba/nacos/naming/core/Cluster.java,18.0
145,common/src/main/java/com/alibaba/nacos/common/notify/DefaultSharePublisher.java,5.0
146,client/src/test/java/com/alibaba/nacos/client/security/SecurityProxyTest.java,3.0
147,config/src/main/java/com/alibaba/nacos/config/server/auth/UserPersistService.java,5.0
148,core/src/main/java/com/alibaba/nacos/core/utils/RemoteUtils.java,4.0
149,common/src/main/java/com/alibaba/nacos/common/remote/client/grpc/GrpcClient.java,11.0
150,config/src/main/java/com/alibaba/nacos/config/server/service/dump/DumpService.java,21.0
151,naming/src/test/java/com/alibaba/nacos/naming/core/v2/event/publisher/NamingEventPublisherFactoryTest.java,2.0
152,console/src/main/java/com/alibaba/nacos/console/controller/PermissionController.java,6.0
153,client/src/test/java/com/alibaba/nacos/client/monitor/MetricsMonitorTest.java,2.0
154,client/src/main/java/com/alibaba/nacos/client/security/SecurityProxy.java,11.0
155,config/src/main/java/com/alibaba/nacos/config/server/auth/ExternalUserPersistServiceImpl.java,8.0
156,client/src/main/java/com/alibaba/nacos/client/naming/cache/ServiceInfoHolder.java,4.0
157,config/src/main/java/com/alibaba/nacos/config/server/auth/RolePersistService.java,5.0
158,config/src/main/java/com/alibaba/nacos/config/server/service/datasource/ExternalDataSourceServiceImpl.java,11.0
159,naming/src/test/java/com/alibaba/nacos/naming/core/v2/cleaner/ExpiredMetadataCleanerTest.java,2.0
160,naming/src/main/java/com/alibaba/nacos/naming/misc/ServiceStatusSynchronizer.java,9.0
161,sys/src/main/java/com/alibaba/nacos/sys/file/WatchFileCenter.java,4.0
162,config/src/main/java/com/alibaba/nacos/config/server/service/repository/extrnal/ExternalStoragePaginationHelperImpl.java,5.0
163,naming/src/main/java/com/alibaba/nacos/naming/core/v2/upgrade/doublewrite/execute/DefaultServiceMetadataUpgradeHelper.java,2.0
164,common/src/main/java/com/alibaba/nacos/common/tls/SelfTrustManager.java,3.0
165,api/src/main/java/com/alibaba/nacos/api/config/remote/request/ClientConfigMetricRequest.java,3.0
166,api/src/main/java/com/alibaba/nacos/api/config/remote/response/ConfigPublishResponse.java,2.0
167,core/src/main/java/com/alibaba/nacos/core/distributed/ProtocolManager.java,8.0
168,config/src/main/java/com/alibaba/nacos/config/server/auth/EmbeddedRolePersistServiceImpl.java,6.0
169,naming/src/main/java/com/alibaba/nacos/naming/core/v2/upgrade/doublewrite/delay/DoubleWriteAction.java,2.0
170,naming/src/main/java/com/alibaba/nacos/naming/controllers/InstanceController.java,35.0
171,core/src/test/java/com/alibaba/nacos/core/distributed/distro/task/verify/DistroVerifyTaskTest.java,3.0
172,api/src/main/java/com/alibaba/nacos/api/config/remote/request/AbstractConfigRequest.java,3.0
173,naming/src/main/java/com/alibaba/nacos/naming/controllers/CatalogController.java,24.0
174,config/src/main/java/com/alibaba/nacos/config/server/service/LongPollingService.java,12.0
175,client/src/main/java/com/alibaba/nacos/client/config/utils/ParamUtils.java,10.0
176,common/src/main/java/com/alibaba/nacos/common/notify/EventPublisherFactory.java,2.0
177,api/src/main/java/com/alibaba/nacos/api/common/Constants.java,19.0
178,naming/src/main/java/com/alibaba/nacos/naming/misc/NetUtils.java,11.0
179,config/src/main/java/com/alibaba/nacos/config/server/remote/RpcConfigChangeNotifier.java,7.0
180,config/src/main/java/com/alibaba/nacos/config/server/controller/CommunicationController.java,9.0
181,naming/src/test/java/com/alibaba/nacos/naming/consistency/persistent/impl/NamingKvStorageTest.java,2.0
182,config/src/main/java/com/alibaba/nacos/config/server/service/ClientIpWhiteList.java,7.0
183,core/src/test/java/com/alibaba/nacos/core/distributed/distro/DistroConfigTest.java,3.0
184,client/src/test/java/com/alibaba/nacos/client/identify/CredentialsTest.java,2.0
185,naming/src/main/java/com/alibaba/nacos/naming/core/v2/upgrade/doublewrite/execute/DoubleWriteServiceRemovalToV1Task.java,3.0
186,config/src/main/java/com/alibaba/nacos/config/server/service/dump/processor/DumpChangeProcessor.java,6.0
187,naming/src/main/java/com/alibaba/nacos/naming/core/ClusterOperatorV1Impl.java,3.0
188,console/src/main/java/com/alibaba/nacos/console/security/nacos/NacosAuthConfig.java,7.0
189,naming/src/main/java/com/alibaba/nacos/naming/core/v2/client/factory/ClientFactoryHolder.java,3.0
190,core/src/main/java/com/alibaba/nacos/core/utils/ReuseUploadFileHttpServletRequest.java,4.0
191,client/src/test/java/com/alibaba/nacos/client/identify/StsConfigTest.java,2.0
192,naming/src/main/java/com/alibaba/nacos/naming/controllers/UpgradeOpsController.java,3.0
193,config/src/main/java/com/alibaba/nacos/config/server/utils/RequestUtil.java,8.0
194,core/src/main/java/com/alibaba/nacos/core/remote/control/ConnectionIdMonitorKey.java,3.0
195,console/src/main/java/com/alibaba/nacos/console/controller/UserController.java,10.0
196,common/src/main/java/com/alibaba/nacos/common/notify/ShardedEventPublisher.java,2.0
197,core/src/main/java/com/alibaba/nacos/core/remote/ConnectionManager.java,10.0
198,common/src/test/java/com/alibaba/nacos/common/utils/IPUtilTest.java,3.0
199,auth/src/main/java/com/alibaba/nacos/auth/common/AuthConfigs.java,6.0
200,naming/src/main/java/com/alibaba/nacos/naming/healthcheck/ClientBeatProcessor.java,13.0
201,core/src/main/java/com/alibaba/nacos/core/distributed/distro/task/verify/DistroVerifyExecuteTask.java,2.0
202,common/src/main/java/com/alibaba/nacos/common/http/AbstractHttpClientFactory.java,6.0
203,client/src/test/java/com/alibaba/nacos/client/naming/NacosNamingServiceTest.java,4.0
204,core/src/main/java/com/alibaba/nacos/core/cluster/remote/ClusterRpcClientProxy.java,5.0
205,config/src/main/java/com/alibaba/nacos/config/server/utils/DiskUtil.java,6.0
206,core/src/main/java/com/alibaba/nacos/core/remote/control/ClientIpMonitorKey.java,3.0
207,core/src/main/java/com/alibaba/nacos/core/distributed/distro/monitor/DistroRecordsHolder.java,2.0
208,common/src/main/java/com/alibaba/nacos/common/utils/ExceptionUtil.java,5.0
209,naming/src/test/java/com/alibaba/nacos/naming/healthcheck/heartbeat/ClientBeatCheckTaskV2Test.java,4.0
210,api/src/main/java/com/alibaba/nacos/api/utils/NetUtils.java,3.0
211,naming/src/test/java/com/alibaba/nacos/naming/core/ServiceManagerTest.java,9.0
212,naming/src/main/java/com/alibaba/nacos/naming/consistency/ephemeral/distro/component/DistroDataStorageImpl.java,5.0
213,core/src/main/java/com/alibaba/nacos/core/controller/ServerLoaderController.java,3.0
214,naming/src/test/java/com/alibaba/nacos/naming/core/ClusterOperatorV2ImplTest.java,3.0
215,config/src/main/java/com/alibaba/nacos/config/server/service/merge/MergeDatumService.java,11.0
216,core/src/main/java/com/alibaba/nacos/core/remote/control/MonitorKeyParser.java,3.0
217,naming/src/main/java/com/alibaba/nacos/naming/consistency/persistent/impl/BasePersistentServiceProcessor.java,4.0
218,naming/src/main/java/com/alibaba/nacos/naming/core/v2/upgrade/UpgradeJudgement.java,5.0
219,istio/src/main/java/com/alibaba/nacos/istio/model/mcp/ResourceSinkGrpc.java,3.0
220,naming/src/main/java/com/alibaba/nacos/naming/misc/ServerStatusSynchronizer.java,11.0
221,example/src/main/java/com/alibaba/nacos/example/NamingExample.java,6.0
222,console/src/main/java/com/alibaba/nacos/console/model/Namespace.java,5.0
223,config/src/main/java/com/alibaba/nacos/config/server/remote/ConfigPublishRequestHandler.java,7.0
224,api/src/main/java/com/alibaba/nacos/api/naming/pojo/ServiceInfo.java,11.0
225,api/src/main/java/com/alibaba/nacos/api/config/remote/request/ConfigChangeNotifyRequest.java,4.0
226,naming/src/main/java/com/alibaba/nacos/naming/core/v2/metadata/ServiceMetadataProcessor.java,6.0
227,config/src/main/java/com/alibaba/nacos/config/server/utils/Protocol.java,5.0
228,naming/src/main/java/com/alibaba/nacos/naming/core/v2/event/publisher/NamingEventPublisher.java,2.0
229,config/src/main/java/com/alibaba/nacos/config/server/constant/PropertiesConstant.java,2.0
230,config/src/main/java/com/alibaba/nacos/config/server/utils/SystemConfig.java,6.0
231,naming/src/main/java/com/alibaba/nacos/naming/core/v2/event/publisher/NamingEventPublisherFactory.java,2.0
232,config/src/main/java/com/alibaba/nacos/config/server/service/dump/processor/DumpAllProcessor.java,5.0
233,naming/src/test/java/com/alibaba/nacos/naming/push/v1/ServiceChangeEventTest.java,2.0
234,naming/src/main/java/com/alibaba/nacos/naming/monitor/PerformanceLoggerThread.java,13.0
235,client/src/test/java/com/alibaba/nacos/client/naming/NacosNamingMaintainServiceTest.java,3.0
236,api/src/main/java/com/alibaba/nacos/api/remote/request/Request.java,6.0
237,consistency/src/main/java/com/alibaba/nacos/consistency/serialize/JacksonSerializer.java,3.0
238,naming/src/test/java/com/alibaba/nacos/naming/core/v2/metadata/NamingMetadataManagerTest.java,2.0
239,naming/src/main/java/com/alibaba/nacos/naming/core/v2/upgrade/doublewrite/delay/ServiceChangeV2Task.java,4.0
240,core/src/main/java/com/alibaba/nacos/core/distributed/raft/JRaftServer.java,14.0
241,api/src/main/java/com/alibaba/nacos/api/remote/RequestCallBack.java,4.0
242,core/src/test/java/com/alibaba/nacos/core/distributed/distro/entity/DistroKeyTest.java,2.0
243,client/src/main/java/com/alibaba/nacos/client/naming/remote/http/NamingHttpClientProxy.java,5.0
244,common/src/main/java/com/alibaba/nacos/common/utils/VersionUtils.java,5.0
245,console/src/main/java/com/alibaba/nacos/console/security/nacos/NacosAuthManager.java,8.0
246,config/src/main/java/com/alibaba/nacos/config/server/remote/InternalConfigChangeNotifier.java,3.0
247,naming/src/main/java/com/alibaba/nacos/naming/consistency/ephemeral/distro/v2/DistroClientDataProcessor.java,5.0
248,client/src/main/java/com/alibaba/nacos/client/naming/NacosNamingService.java,33.0
249,core/src/main/java/com/alibaba/nacos/core/cluster/lookup/FileConfigMemberLookup.java,7.0
250,naming/src/main/java/com/alibaba/nacos/naming/core/HealthOperatorV2Impl.java,3.0
251,naming/src/main/java/com/alibaba/nacos/naming/core/InstanceOperatorClientImpl.java,7.0
252,naming/src/main/java/com/alibaba/nacos/naming/core/v2/upgrade/UpgradeStates.java,2.0
253,naming/src/main/java/com/alibaba/nacos/naming/core/Service.java,22.0
254,api/src/main/java/com/alibaba/nacos/api/PropertyKeyConst.java,13.0
255,console/src/main/java/com/alibaba/nacos/console/security/nacos/LdapAuthenticationProvider.java,3.0
256,naming/src/main/java/com/alibaba/nacos/naming/core/CatalogServiceV2Impl.java,4.0
257,address/src/main/java/com/alibaba/nacos/address/controller/AddressServerClusterController.java,6.0
258,config/src/main/java/com/alibaba/nacos/config/server/auth/PermissionPersistService.java,5.0
259,address/src/main/java/com/alibaba/nacos/address/controller/ServerListController.java,5.0
260,client/src/main/java/com/alibaba/nacos/client/naming/remote/gprc/NamingGrpcConnectionEventListener.java,3.0
261,naming/src/main/java/com/alibaba/nacos/naming/healthcheck/ClientBeatCheckTask.java,21.0
262,core/src/main/java/com/alibaba/nacos/core/cluster/MemberUtil.java,5.0
263,config/src/main/java/com/alibaba/nacos/config/server/service/merge/MergeTaskProcessor.java,13.0
264,naming/src/test/java/com/alibaba/nacos/naming/core/v2/metadata/MetadataOperationTest.java,2.0
265,naming/src/main/java/com/alibaba/nacos/naming/core/v2/index/ClientServiceIndexesManager.java,4.0
266,console/src/main/java/com/alibaba/nacos/console/controller/HealthController.java,6.0
267,naming/src/main/java/com/alibaba/nacos/naming/core/v2/client/manager/impl/ConnectionBasedClientManager.java,6.0
268,console/src/main/java/com/alibaba/nacos/console/security/nacos/roles/NacosRoleServiceImpl.java,10.0
269,naming/src/test/java/com/alibaba/nacos/naming/core/ServiceOperatorV1ImplTest.java,2.0
270,naming/src/test/java/com/alibaba/nacos/naming/core/v2/event/publisher/NamingEventPublisherTest.java,2.0
271,naming/src/main/java/com/alibaba/nacos/naming/healthcheck/v2/processor/TcpHealthCheckProcessor.java,4.0
272,naming/src/main/java/com/alibaba/nacos/naming/web/DistroIpPortTagGenerator.java,4.0
273,naming/src/test/java/com/alibaba/nacos/naming/core/v2/metadata/NamingMetadataOperateServiceTest.java,2.0
274,naming/src/main/java/com/alibaba/nacos/naming/consistency/persistent/impl/NamingKvStorage.java,6.0
275,core/src/main/java/com/alibaba/nacos/core/cluster/lookup/StandaloneMemberLookup.java,7.0
276,client/src/test/java/com/alibaba/nacos/client/identify/CredentialServiceTest.java,2.0
277,naming/src/main/java/com/alibaba/nacos/naming/core/v2/upgrade/doublewrite/execute/DoubleWriteInstanceChangeToV2Task.java,3.0
278,naming/src/main/java/com/alibaba/nacos/naming/core/ServiceOperatorV1Impl.java,5.0
279,naming/src/main/java/com/alibaba/nacos/naming/misc/NamingProxy.java,21.0
280,config/src/main/java/com/alibaba/nacos/config/server/remote/ConfigPublishGroupParser.java,3.0
281,common/src/main/java/com/alibaba/nacos/common/tls/SelfHostnameVerifier.java,4.0
282,client/src/test/java/com/alibaba/nacos/client/identify/CredentialWatcherTest.java,2.0
283,naming/src/main/java/com/alibaba/nacos/naming/core/v2/upgrade/doublewrite/execute/DoubleWriteMetadataChangeToV1Task.java,4.0
284,naming/src/test/java/com/alibaba/nacos/naming/core/v2/event/publisher/TestEvent.java,2.0
285,config/src/main/java/com/alibaba/nacos/config/server/auth/ExternalPermissionPersistServiceImpl.java,7.0
286,client/src/main/java/com/alibaba/nacos/client/config/impl/ConfigTransportClient.java,5.0
287,config/src/main/java/com/alibaba/nacos/config/server/service/notify/NotifySingleService.java,9.0
288,api/src/main/java/com/alibaba/nacos/api/remote/request/ConnectResetRequest.java,4.0
289,config/src/main/java/com/alibaba/nacos/config/server/service/notify/AsyncNotifyService.java,19.0
290,config/src/main/java/com/alibaba/nacos/config/server/remote/ConfigQueryGroupKeyParser.java,3.0
291,config/src/main/java/com/alibaba/nacos/config/server/service/repository/embedded/EmbeddedPaginationHelperImpl.java,4.0
292,core/src/main/java/com/alibaba/nacos/core/auth/AuthFilter.java,10.0
293,common/src/main/java/com/alibaba/nacos/common/notify/DefaultPublisher.java,6.0
294,core/src/main/java/com/alibaba/nacos/core/remote/grpc/BaseGrpcServer.java,7.0
295,common/src/main/java/com/alibaba/nacos/common/utils/InternetAddressUtil.java,2.0
296,naming/src/main/java/com/alibaba/nacos/naming/consistency/ephemeral/distro/v2/DistroClientTransportAgent.java,4.0
297,naming/src/test/java/com/alibaba/nacos/naming/core/v2/metadata/ServiceMetadataSnapshotOperationTest.java,2.0
